SentenceLength
12
20
13
24
19
8
13
28
40
45
19
26
15
4
54
9
16
9
52
17
16
16
28
16
36
26
23
37
28
21
18
33
27
26
24
31
33
36
30
25
35
32
43
17
28
18
28
17
17
12
17
24
26
14
18
40
21
24
22
52
36
19
40
49
27
21
52
27
21
25
26
10
28
28
37
35
31
19
62
40
19
24
27
24
38
30
13
31
45
26
38
27
52
29
35
32
40
37
22
31
21
30
20
16
18
26
31
39
45
62
46
35
31
26
32
41
50
30
46
46
17
37
40
49
26
41
38
26
66
38
35
20
28
37
42
8
23
17
34
25
14
54
13
16
21
19
14
20
38
13
23
62
27
19
30
39
21
14
46
29
18
19
46
31
69
49
45
34
44
22
35
35
23
46
45
17
15
29
33
26
50
9
5
36
35
18
30
36
19
30
16
41
28
47
20
52
39
31
25
38
18
12
27
38
30
24
29
31
42
16
18
36
23
39
7
11
28
60
41
35
27
37
23
19
15
16
20
33
23
20
29
18
30
39
24
39
41
27
16
23
21
22
29
28
18
29
22
16
41
20
34
38
27
13
23
36
14
20
42
9
24
70
30
15
54
35
29
17
14
37
26
31
16
17
30
21
69
29
21
23
27
21
34
21
29
18
48
21
21
24
17
26
61
22
22
11
14
11
40
24
52
27
30
26
27
30
45
59
21
22
23
31
21
25
22
18
9
12
51
18
27
24
15
31
72
20
40
37
41
19
28
51
28
39
40
27
21
14
31
30
29
25
14
62
34
13
15
27
28
21
20
19
23
13
18
14
27
44
19
17
36
21
33
15
28
29
32
28
19
17
26
27
54
21
33
19
4
45
31
17
61
28
23
39
27
19
16
30
31
38
37
36
23
56
16
29
40
30
2
15
15
18
20
62
36
35
22
23
30
20
25
31
18
42
29
25
31
39
62
16
62
40
49
22
26
22
29
24
28
22
55
40
29
25
28
52
16
45
9
40
50
5
17
42
37
37
33
34
48
36
33
31
37
34
15
36
19
29
22
22
40
44
18
49
26
37
15
29
37
22
52
20
62
23
34
53
29
20
25
26
20
16
15
22
29
25
33
9
29
25
48
28
29
20
16
27
21
33
37
39
24
24
14
23
41
51
23
38
32
23
34
35
22
36
37
17
21
17
24
28
28
24
44
13
28
22
21
21
44
32
40
17
42
23
16
13
35
24
17
35
37
33
50
15
41
30
30
42
40
32
22
16
18
34
19
20
34
24
47
29
30
14
15
16
20
22
13
66
51
21
50
23
18
17
30
29
23
32
23
37
22
40
46
35
23
25
46
54
20
29
30
16
16
54
27
37
24
17
28
26
39
49
27
29
35
58
26
19
32
44
24
10
6
13
25
17
32
29
20
25
30
19
27
21
21
31
33
28
33
46
33
35
46
19
15
52
26
65
34
23
30
27
19
42
64
30
33
22
18
25
56
31
24
20
18
32
42
20
19
42
51
65
52
38
17
31
61
44
21
54
32
56
16
37
54
51
63
14
56
27
34
30
19
24
45
26
21
20
22
24
30
21
37
19
16
24
25
43
55
16
23
19
24
18
30
43
22
37
32
48
31
48
28
34
15
32
16
60
14
43
68
26
42
23
33
11
45
45
23
32
44
25
25
40
34
30
30
27
28
22
27
49
40
35
46
29
19
35
26
22
37
32
34
33
45
21
16
13
21
36
25
30
38
20
33
19
43
19
19
41
19
21
23
26
25
41
15
24
50
19
38
17
14
34
34
40
12
52
16
11
45
22
25
53
30
31
66
14
34
32
17
53
64
53
51
16
27
61
32
23
24
53
14
42
16
16
29
21
37
27
29
26
36
33
44
35
25
18
13
18
24
18
20
27
56
15
36
23
25
58
48
25
58
37
63
27
18
15
24
57
14
38
21
13
48
36
15
18
24
52
67
63
22
16
19
22
24
48
20
23
34
61
36
51
39
30
20
18
33
23
33
18
40
17
21
35
23
35
16
14
21
39
24
9
12
26
37
31
17
16
25
25
14
42
21
17
22
52
40
38
29
33
53
14
19
40
47
23
46
21
19
28
31
18
28
24
31
19
18
46
32
46
40
35
38
30
36
28
25
62
27
50
26
24
22
53
22
65
33
18
39
41
63
60
37
12
15
25
32
28
41
29
22
20
18
24
20
4
27
56
43
15
22
24
25
55
25
14
23
60
41
33
49
43
38
20
60
28
11
33
30
40
37
34
22
23
27
36
26
66
33
46
30
30
32
37
30
61
40
24
16
18
18
26
29
13
20
41
27
38
36
19
31
17
18
26
15
25
33
14
32
32
63
42
26
57
22
19
35
21
35
37
30
26
30
46
30
24
3
22
24
46
32
31
22
41
33
26
13
22
15
19
11
22
22
32
22
26
19
28
22
19
23
28
21
23
25
27
37
30
60
41
45
13
33
30
28
26
31
36
54
37
61
54
50
52
36
45
27
36
38
23
24
24
13
31
42
45
19
48
36
33
30
18
23
27
47
44
11
42
23
23
52
19
27
17
26
28
74
29
37
33
17
32
44
18
48
52
37
12
24
17
49
23
28
37
14
17
11
65
37
23
33
17
26
33
21
18
19
14
18
19
33
34
43
34
35
19
19
43
19
33
29
43
50
27
30
22
11
27
22
29
22
18
23
20
37
20
17
57
31
15
29
30
39
25
25
39
37
13
15
29
11
49
59
33
50
22
51
13
22
31
36
36
32
35
16
61
14
17
18
48
37
19
25
25
18
31
18
27
35
33
43
25
28
22
31
44
49
14
28
37
4
20
13
43
39
37
62
41
61
53
11
20
29
19
18
38
20
32
24
30
20
55
13
21
18
62
18
25
18
35
24
17
44
27
60
33
37
10
19
25
13
45
37
47
32
45
31
22
2
38
18
30
24
16
12
34
25
18
46
32
16
18
19
34
55
34
16
20
63
33
54
12
21
12
11
13
17
17
27
54
24
27
31
19
16
27
12
11
2
8
14
21
25
16
41
24
35
17
52
26
37
11
25
18
16
26
35
23
42
41
57
28
44
20
26
13
36
13
34
13
21
36
27
15
41
23
22
26
14
15
21
27
35
49
15
26
27
43
11
15
19
61
13
24
21
24
59
41
33
23
15
40
39
39
21
21
28
29
19
25
50
17
27
25
39
20
38
54
46
28
32
25
24
34
27
25
46
19
50
43
40
30
62
29
66
41
26
37
49
40
20
16
17
31
27
12
41
37
34
13
40
20
45
35
32
50
38
27
28
23
41
30
20
12
19
24
18
30
11
28
17
32
24
17
24
59
34
24
53
17
25
11
28
12
48
59
19
44
33
25
30
22
19
21
21
29
42
28
50
36
30
18
72
30
29
37
21
25
16
46
54
25
32
36
26
30
27
24
27
25
19
57
20
45
42
44
33
44
40
36
21
29
13
27
40
55
14
37
17
63
46
29
50
30
48
24
39
34
36
33
35
46
24
40
26
24
17
13
22
42
34
27
31
25
24
31
30
32
43
20
44
19
14
39
21
63
36
54
24
53
20
18
43
17
17
27
26
38
44
16
21
16
13
23
31
24
19
14
33
41
31
21
17
21
28
21
39
40
33
37
41
49
71
47
70
16
57
30
18
11
65
17
15
23
57
22
36
36
56
12
27
53
47
28
42
46
20
37
40
13
44
25
19
28
25
27
23
30
24
34
30
22
27
25
29
45
30
16
45
48
61
30
26
70
29
22
20
31
21
38
37
32
25
30
15
23
19
18
23
29
31
23
31
38
16
16
31
18
18
38
25
25
22
24
17
21
42
31
30
51
18
56
21
30
24
33
63
37
32
28
44
12
42
21
40
33
36
42
38
31
37
38
32
39
31
24
17
32
23
22
26
22
22
11
38
39
25
17
36
31
25
19
27
40
42
20
47
30
34
45
57
47
21
26
16
28
15
15
26
17
27
30
26
19
50
13
20
27
23
25
23
20
40
37
28
10
40
31
54
29
30
39
44
27
28
32
33
42
38
34
52
38
34
53
15
32
30
24
49
58
21
41
51
33
59
47
45
75
15
23
19
6
13
20
34
53
27
37
22
54
40
32
17
51
16
62
28
32
49
31
26
19
47
21
24
53
25
27
36
23
29
18
34
13
49
26
22
15
31
27
54
22
37
24
34
47
11
53
53
36
26
35
36
18
14
24
30
21
36
25
30
49
19
33
45
37
23
20
25
25
22
23
12
22
21
12
24
19
34
13
12
21
15
21
26
44
33
22
33
45
31
16
21
30
18
31
30
14
28
40
19
14
55
20
27
16
25
61
50
14
26
20
28
16
22
37
14
19
61
33
16
24
15
28
25
48
23
21
16
15
18
36
18
22
58
20
11
35
30
24
43
33
28
46
19
27
23
22
18
49
42
36
31
22
40
44
45
24
35
26
24
31
44
41
18
45
36
29
18
23
17
20
37
19
19
36
32
39
18
34
37
16
22
52
17
32
22
22
35
35
18
28
33
16
28
27
22
34
14
34
64
57
25
21
30
29
25
30
28
32
42
23
32
22
26
18
15
26
16
15
19
15
20
29
32
20
15
37
17
20
11
26
24
41
36
26
30
27
47
20
43
33
28
29
30
22
43
15
34
31
28
22
24
26
27
26
21
28
15
21
27
14
23
27
13
18
20
53
13
59
23
33
19
13
31
16
13
22
27
19
29
23
36
59
15
21
15
33
24
20
16
16
31
28
24
40
39
42
21
36
29
49
31
24
38
26
23
16
31
22
32
34
24
48
47
29
19
16
63
27
17
36
24
23
15
53
25
40
22
23
28
60
38
35
28
31
38
19
17
39
22
18
20
53
33
17
2
46
37
60
42
37
27
15
35
41
42
31
22
32
24
20
39
42
31
40
23
28
38
34
24
62
28
27
39
18
30
24
34
23
40
22
31
51
33
25
32
2
8
32
23
34
36
51
29
27
24
42
35
31
49
35
12
24
38
36
21
18
24
28
24
29
25
29
34
23
23
19
25
22
16
17
22
29
23
29
29
34
45
48
39
42
22
24
35
32
27
38
22
33
25
58
25
25
16
25
40
25
17
66
13
18
38
18
22
15
28
20
33
20
45
26
15
37
37
25
27
29
31
19
61
13
59
25
27
65
15
35
29
21
55
32
15
45
28
13
11
62
22
47
37
27
31
17
22
61
33
41
26
13
32
45
28
19
30
47
42
42
31
19
33
48
20
35
17
19
18
26
32
48
24
29
20
61
22
32
27
14
38
33
17
20
19
45
23
25
43
15
63
17
22
34
28
32
26
25
23
44
44
46
46
25
45
33
36
33
16
61
22
42
41
17
36
23
36
26
15
31
20
43
24
29
21
23
20
12
42
43
27
38
36
28
26
16
15
33
21
37
15
25
43
19
29
19
38
20
27
28
46
16
34
47
22
29
35
15
11
36
34
30
34
31
23
52
22
55
46
43
14
35
33
27
26
29
36
22
17
17
36
15
18
37
21
41
40
33
24
29
50
31
33
45
18
22
24
18
38
22
26
20
39
19
27
28
14
16
23
32
24
12
24
23
14
54
44
10
50
24
13
20
41
18
39
23
60
21
13
13
19
27
42
29
25
32
38
25
33
35
46
20
30
33
16
20
16
18
25
17
34
28
45
16
46
28
28
48
33
33
28
24
17
34
33
22
22
25
11
54
23
16
39
23
26
19
14
49
11
17
23
13
32
29
22
54
40
18
23
27
33
26
15
20
25
35
22
47
27
25
24
32
38
26
23
47
43
29
37
44
25
19
17
15
15
37
20
35
59
43
36
12
26
23
36
19
37
36
35
58
27
57
25
22
31
29
20
31
41
24
32
39
34
12
33
31
15
59
39
34
33
15
22
13
33
17
21
64
56
35
20
35
16
13
26
21
14
21
24
28
46
20
32
20
36
45
24
26
19
26
31
32
49
39
64
42
37
23
43
44
25
18
32
49
13
14
30
12
24
24
17
21
43
24
14
25
18
15
15
44
14
18
11
60
42
32
17
25
40
13
25
14
25
19
49
60
18
15
30
29
35
29
28
52
35
43
25
21
60
23
26
22
38
24
40
38
40
53
16
39
9
34
50
64
26
17
38
32
18
26
27
34
32
28
67
36
38
24
26
48
34
21
23
32
22
22
36
14
27
18
24
25
17
37
14
44
28
18
36
32
34
23
32
15
25
37
36
33
21
21
37
16
21
35
19
44
19
32
16
48
52
38
53
31
14
28
20
15
9
44
22
10
34
21
58
14
41
16
31
22
41
32
40
24
50
32
21
37
31
33
16
44
30
11
13
33
35
33
35
28
9
53
24
28
24
42
18
39
29
25
16
20
61
15
27
27
33
14
23
25
43
37
24
15
22
42
35
29
16
27
61
29
31
29
29
29
27
44
17
38
38
23
22
15
42
44
32
27
20
31
51
40
19
47
45
59
39
55
14
30
39
33
37
26
22
4
59
60
31
31
29
21
16
38
21
32
19
32
17
17
39
29
14
13
17
18
15
27
16
28
40
34
24
38
34
18
16
19
21
36
20
29
28
32
42
57
21
39
14
61
58
36
37
35
45
24
38
32
19
32
31
14
42
42
33
38
37
21
51
24
23
22
21
14
41
42
27
65
41
55
25
16
31
14
58
55
56
41
14
19
29
31
41
32
33
42
22
28
39
65
38
35
19
25
29
26
15
35
38
18
57
34
28
21
19
39
22
43
26
19
32
30
19
29
17
16
16
49
30
25
32
28
26
15
20
55
33
25
40
45
21
38
13
35
34
50
16
18
34
49
14
28
29
32
27
21
47
26
26
25
18
41
31
8
24
17
25
7
11
30
31
16
39
29
40
25
25
25
44
58
43
29
60
31
66
25
27
35
30
30
47
15
38
42
30
19
11
21
25
17
19
17
25
17
23
20
11
29
20
20
16
32
26
18
42
25
67
12
18
15
27
27
18
33
16
20
40
47
31
32
32
36
54
24
24
23
32
20
19
23
19
40
32
27
27
8
19
33
32
41
20
25
18
27
29
23
30
11
20
37
35
21
25
31
19
30
34
38
25
17
34
40
33
62
45
26
16
56
57
27
39
14
29
24
46
42
22
34
20
34
15
49
50
27
11
48
57
31
21
41
18
19
30
13
54
28
16
16
15
16
27
57
19
19
32
41
26
26
30
16
24
22
35
53
22
22
20
55
18
45
28
28
46
27
35
15
19
45
25
58
43
43
28
26
44
22
25
37
24
56
42
41
41
20
32
35
39
35
28
31
65
35
41
50
39
20
51
21
23
21
24
38
36
67
36
39
35
36
35
29
30
62
52
60
33
22
23
47
39
40
32
41
24
47
39
12
43
40
39
24
48
27
20
20
28
25
30
20
16
29
24
47
13
17
40
28
20
48
32
20
19
22
67
21
25
21
9
12
33
42
32
40
26
25
20
31
25
32
20
53
29
29
41
52
15
32
48
18
36
61
16
17
22
37
31
18
16
10
23
22
25
30
47
45
21
24
46
57
22
19
25
36
54
18
37
20
27
57
25
23
27
23
51
23
31
18
29
52
32
22
39
23
30
45
29
22
36
35
23
25
14
48
37
19
16
17
28
18
19
57
17
45
40
25
29
15
40
29
19
26
46
53
18
42
17
25
52
56
44
42
28
45
55
29
16
61
58
44
46
34
32
21
28
36
21
15
24
37
21
13
12
31
31
23
25
18
14
24
35
26
60
26
27
17
24
31
25
2
14
21
49
23
53
25
29
25
28
23
61
26
20
23
13
28
39
21
56
49
25
37
16
32
16
18
19
21
37
29
16
33
25
40
20
21
31
30
33
33
24
34
17
33
15
23
28
38
19
30
24
21
21
21
51
19
34
19
20
39
33
46
35
33
30
33
32
33
46
10
22
25
33
37
40
41
21
35
37
39
38
18
22
37
19
6
4
43
49
25
42
59
60
40
22
27
41
29
29
52
34
22
17
20
20
30
61
14
24
20
55
23
29
13
23
24
16
23
47
36
19
36
36
13
11
16
39
19
23
18
36
27
26
36
38
16
16
19
31
28
64
24
24
37
41
52
35
56
35
18
21
21
30
19
29
12
4
18
21
16
33
20
62
11
38
26
41
27
30
20
36
22
31
40
16
52
34
19
28
22
29
29
25
16
34
13
37
19
38
18
21
40
25
34
56
42
25
41
20
24
34
32
38
16
52
41
22
34
25
29
37
32
59
14
21
16
31
62
26
39
21
20
28
22
21
11
21
39
30
20
24
29
23
30
40
15
29
26
48
15
41
28
33
30
28
45
20
34
51
23
19
33
24
17
48
31
21
44
29
20
24
34
58
39
15
19
23
33
20
19
25
17
34
37
44
59
65
46
44
28
75
28
38
39
37
27
22
17
35
17
24
32
31
20
16
24
28
18
11
18
16
36
22
24
66
37
23
15
33
26
10
45
16
35
22
18
9
21
51
19
17
25
23
51
31
17
32
41
32
52
25
34
32
30
20
26
22
18
18
16
26
17
41
55
35
21
19
25
35
32
37
20
19
38
43
41
24
22
12
62
34
28
23
57
29
50
32
38
21
42
22
12
61
25
24
27
25
34
45
48
28
25
16
49
13
23
28
26
21
27
26
30
21
29
23
30
40
14
24
51
34
22
22
19
41
25
24
34
21
21
26
23
20
48
38
21
24
56
23
23
29
30
40
58
13
36
15
18
51
45
21
31
17
16
25
21
34
17
15
14
49
35
34
31
21
48
22
29
19
36
49
66
48
35
30
31
20
23
32
49
27
50
33
47
34
33
30
13
28
45
15
22
19
34
43
26
13
30
50
39
32
30
29
27
23
42
27
15
27
33
22
44
36
21
41
29
28
22
56
25
34
28
29
31
22
64
34
36
27
31
32
57
28
25
38
66
24
20
35
22
23
57
27
36
22
47
37
28
42
17
23
71
35
18
28
40
26
13
15
29
20
30
30
42
26
16
24
18
26
39
18
24
9
39
20
32
24
34
23
20
59
53
14
24
14
32
25
25
17
24
22
8
23
27
18
18
23
21
44
22
27
21
20
64
25
26
29
43
16
19
5
28
27
22
29
36
33
46
20
29
41
36
30
14
31
35
31
22
37
19
42
35
43
25
38
35
20
37
41
31
13
31
36
24
19
39
28
41
20
20
37
52
17
64
29
27
31
49
23
36
54
43
25
26
41
26
24
30
30
22
24
67
53
51
27
58
17
28
15
41
25
15
33
53
25
26
41
28
34
17
29
13
21
29
47
24
27
12
31
34
38
31
38
28
15
26
45
40
10
57
30
18
43
23
39
19
26
23
23
37
51
43
35
23
33
53
38
41
46
24
30
38
27
31
23
22
34
59
18
62
28
28
40
28
56
44
27
40
43
27
18
23
38
30
22
23
24
36
31
12
34
24
20
16
42
30
42
20
25
13
26
28
21
21
17
15
17
32
53
28
51
13
47
15
44
14
28
47
44
49
46
35
13
22
18
30
47
32
29
24
27
27
33
19
31
16
13
29
39
26
20
15
12
49
27
59
15
52
70
19
37
53
48
23
22
30
11
55
47
28
21
25
20
34
23
14
16
14
26
56
41
38
36
20
13
31
19
20
19
22
34
31
33
36
25
18
16
23
49
12
28
31
23
18
17
48
57
65
22
38
12
22
22
51
17
34
13
22
26
23
19
23
12
15
48
31
39
29
47
27
35
